"","station","year","month","day","hour","date","rain","temp","rhum","msl","wdsp","wddir"
"2586","DUBLIN AIRPORT",2017,4,18,17,2017-04-18 17:00:00,0,10.1,72,1033.8,9,120
"2587","DUBLIN AIRPORT",2017,4,18,18,2017-04-18 18:00:00,0,9.1,79,1034.1,10,120
"2588","DUBLIN AIRPORT",2017,4,18,19,2017-04-18 19:00:00,0,8.8,80,1034.4,10,120
"2589","DUBLIN AIRPORT",2017,4,18,20,2017-04-18 20:00:00,0,8.4,83,1034.5,10,130
"2590","DUBLIN AIRPORT",2017,4,18,21,2017-04-18 21:00:00,0.1,8.2,85,1034.6,9,140
"2591","DUBLIN AIRPORT",2017,4,18,22,2017-04-18 22:00:00,0,8.5,84,1034.8,7,140
"2592","DUBLIN AIRPORT",2017,4,18,23,2017-04-18 23:00:00,0,8.1,86,1034.8,4,140
"2593","DUBLIN AIRPORT",2017,4,19,0,2017-04-19,0,8.2,86,1034.8,2,160
"2594","DUBLIN AIRPORT",2017,4,19,1,2017-04-19 01:00:00,0,8.6,84,1034.8,1,140
"2595","DUBLIN AIRPORT",2017,4,19,2,2017-04-19 02:00:00,0,9,79,1034.8,2,230
"2596","DUBLIN AIRPORT",2017,4,19,3,2017-04-19 03:00:00,0,8.9,80,1034.6,4,220
"2597","DUBLIN AIRPORT",2017,4,19,4,2017-04-19 04:00:00,0,8.8,80,1034.6,6,240
"2598","DUBLIN AIRPORT",2017,4,19,5,2017-04-19 05:00:00,0,9,80,1034.7,8,250
"2599","DUBLIN AIRPORT",2017,4,19,6,2017-04-19 06:00:00,0,8.7,84,1034.9,8,240
"2600","DUBLIN AIRPORT",2017,4,19,7,2017-04-19 07:00:00,0,9,84,1035.3,9,250
"2601","DUBLIN AIRPORT",2017,4,19,8,2017-04-19 08:00:00,0,9.6,85,1035.5,9,240
"2602","DUBLIN AIRPORT",2017,4,19,9,2017-04-19 09:00:00,0.1,9.6,91,1035.7,11,240
"2603","DUBLIN AIRPORT",2017,4,19,10,2017-04-19 10:00:00,0.2,9.7,93,1036,11,240
"2604","DUBLIN AIRPORT",2017,4,19,11,2017-04-19 11:00:00,0,10.4,95,1036,10,250
"2605","DUBLIN AIRPORT",2017,4,19,12,2017-04-19 12:00:00,0.2,11.3,94,1035.7,10,250
"2606","DUBLIN AIRPORT",2017,4,19,13,2017-04-19 13:00:00,0,11.9,89,1035.6,12,260
"2607","DUBLIN AIRPORT",2017,4,19,14,2017-04-19 14:00:00,0,12.5,88,1035.5,11,250
"2608","DUBLIN AIRPORT",2017,4,19,15,2017-04-19 15:00:00,0,12.8,91,1035.3,9,260
"2609","DUBLIN AIRPORT",2017,4,19,16,2017-04-19 16:00:00,0.7,13.6,82,1035,7,280
"2610","DUBLIN AIRPORT",2017,4,19,17,2017-04-19 17:00:00,0,12.8,85,1035.2,10,300
"2611","DUBLIN AIRPORT",2017,4,19,18,2017-04-19 18:00:00,0,12.7,85,1035.4,9,290
"2612","DUBLIN AIRPORT",2017,4,19,19,2017-04-19 19:00:00,0,11.9,83,1035.6,9,300
"2613","DUBLIN AIRPORT",2017,4,19,20,2017-04-19 20:00:00,0,11.3,88,1036,5,280
"2614","DUBLIN AIRPORT",2017,4,19,21,2017-04-19 21:00:00,0,10.8,89,1036.4,6,270
"2615","DUBLIN AIRPORT",2017,4,19,22,2017-04-19 22:00:00,0,10.8,89,1036.4,5,280
"2616","DUBLIN AIRPORT",2017,4,19,23,2017-04-19 23:00:00,0,10.5,90,1036.7,6,280
"2617","DUBLIN AIRPORT",2017,4,20,0,2017-04-20,0,10.3,87,1036.7,5,270
"2618","DUBLIN AIRPORT",2017,4,20,1,2017-04-20 01:00:00,0,9.9,87,1036.5,5,270
"2619","DUBLIN AIRPORT",2017,4,20,2,2017-04-20 02:00:00,0,9.6,87,1036.6,6,280
"2620","DUBLIN AIRPORT",2017,4,20,3,2017-04-20 03:00:00,0,9.8,84,1036.5,6,270
"2621","DUBLIN AIRPORT",2017,4,20,4,2017-04-20 04:00:00,0,9.7,82,1036.6,7,290
"2622","DUBLIN AIRPORT",2017,4,20,5,2017-04-20 05:00:00,0,9.7,80,1036.5,9,290
"2623","DUBLIN AIRPORT",2017,4,20,6,2017-04-20 06:00:00,0,9.6,82,1036.6,8,270
"2624","DUBLIN AIRPORT",2017,4,20,7,2017-04-20 07:00:00,0,9.6,84,1036.8,8,270
"2625","DUBLIN AIRPORT",2017,4,20,8,2017-04-20 08:00:00,0,10,83,1036.8,7,270
"2626","DUBLIN AIRPORT",2017,4,20,9,2017-04-20 09:00:00,0,11,79,1036.8,9,270
"2627","DUBLIN AIRPORT",2017,4,20,10,2017-04-20 10:00:00,0,11.7,76,1036.8,9,280
"2628","DUBLIN AIRPORT",2017,4,20,11,2017-04-20 11:00:00,0,12.9,72,1036.9,10,280
"2629","DUBLIN AIRPORT",2017,4,20,12,2017-04-20 12:00:00,0,13.5,72,1036.8,10,280
"2630","DUBLIN AIRPORT",2017,4,20,13,2017-04-20 13:00:00,0,13.3,68,1036.8,10,270
"2631","DUBLIN AIRPORT",2017,4,20,14,2017-04-20 14:00:00,0,13.6,61,1036.2,10,280
"2632","DUBLIN AIRPORT",2017,4,20,15,2017-04-20 15:00:00,0,13.6,66,1035.9,10,280
"2633","DUBLIN AIRPORT",2017,4,20,16,2017-04-20 16:00:00,0,13.2,64,1035.7,10,290
"2634","DUBLIN AIRPORT",2017,4,20,17,2017-04-20 17:00:00,0,12.7,71,1035.8,10,290
"2635","DUBLIN AIRPORT",2017,4,20,18,2017-04-20 18:00:00,0,12,75,1035.5,8,300
"2636","DUBLIN AIRPORT",2017,4,20,19,2017-04-20 19:00:00,0,11.6,77,1035.4,6,300
"2637","DUBLIN AIRPORT",2017,4,20,20,2017-04-20 20:00:00,0,11,80,1035.7,5,290
"2638","DUBLIN AIRPORT",2017,4,20,21,2017-04-20 21:00:00,0,10.4,83,1035.9,4,280
"2639","DUBLIN AIRPORT",2017,4,20,22,2017-04-20 22:00:00,0,10.1,84,1035.8,5,280
"2640","DUBLIN AIRPORT",2017,4,20,23,2017-04-20 23:00:00,0,10.2,80,1035.6,6,290
"2641","DUBLIN AIRPORT",2017,4,21,0,2017-04-21,0,9.8,80,1035.3,5,290
"2642","DUBLIN AIRPORT",2017,4,21,1,2017-04-21 01:00:00,0,9.9,79,1034.9,5,280
"2643","DUBLIN AIRPORT",2017,4,21,2,2017-04-21 02:00:00,0,10,81,1034.6,5,260
"2644","DUBLIN AIRPORT",2017,4,21,3,2017-04-21 03:00:00,0,9.8,82,1034.2,6,260
"2645","DUBLIN AIRPORT",2017,4,21,4,2017-04-21 04:00:00,0,9.6,82,1034,6,270
"2646","DUBLIN AIRPORT",2017,4,21,5,2017-04-21 05:00:00,0,9.3,81,1033.8,7,260
"2647","DUBLIN AIRPORT",2017,4,21,6,2017-04-21 06:00:00,0,9.2,83,1033.9,7,270
"2648","DUBLIN AIRPORT",2017,4,21,7,2017-04-21 07:00:00,0,9.7,82,1033.9,8,270
"2649","DUBLIN AIRPORT",2017,4,21,8,2017-04-21 08:00:00,0,9.7,84,1034.1,9,270
"2650","DUBLIN AIRPORT",2017,4,21,9,2017-04-21 09:00:00,0,10.1,83,1034.1,9,270
"2651","DUBLIN AIRPORT",2017,4,21,10,2017-04-21 10:00:00,0,11,80,1034,9,280
"2652","DUBLIN AIRPORT",2017,4,21,11,2017-04-21 11:00:00,0,11.7,78,1033.9,11,270
"2653","DUBLIN AIRPORT",2017,4,21,12,2017-04-21 12:00:00,0,12.5,72,1033.7,13,280
"2654","DUBLIN AIRPORT",2017,4,21,13,2017-04-21 13:00:00,0,12.4,69,1033.3,14,290
"2655","DUBLIN AIRPORT",2017,4,21,14,2017-04-21 14:00:00,0,12.4,67,1033,12,310
"2656","DUBLIN AIRPORT",2017,4,21,15,2017-04-21 15:00:00,0,12.1,72,1032.9,10,300
"2657","DUBLIN AIRPORT",2017,4,21,16,2017-04-21 16:00:00,0,12.3,67,1032.3,11,300
"2658","DUBLIN AIRPORT",2017,4,21,17,2017-04-21 17:00:00,0,12,68,1032.2,10,290
"2659","DUBLIN AIRPORT",2017,4,21,18,2017-04-21 18:00:00,0,11.7,69,1032.2,10,300
"2660","DUBLIN AIRPORT",2017,4,21,19,2017-04-21 19:00:00,0,11.2,68,1032.3,10,290
"2661","DUBLIN AIRPORT",2017,4,21,20,2017-04-21 20:00:00,0,10.6,72,1032.4,9,290
"2662","DUBLIN AIRPORT",2017,4,21,21,2017-04-21 21:00:00,0,10.2,76,1032.6,8,290
"2663","DUBLIN AIRPORT",2017,4,21,22,2017-04-21 22:00:00,0,9.8,79,1032.8,7,290
"2664","DUBLIN AIRPORT",2017,4,21,23,2017-04-21 23:00:00,0,9.5,82,1032.9,8,310
"2665","DUBLIN AIRPORT",2017,4,22,0,2017-04-22,0,7.6,90,1032.9,8,310
"2666","DUBLIN AIRPORT",2017,4,22,1,2017-04-22 01:00:00,0,7,94,1032.8,7,300
"2667","DUBLIN AIRPORT",2017,4,22,2,2017-04-22 02:00:00,0,8.2,92,1032.6,6,300
"2668","DUBLIN AIRPORT",2017,4,22,3,2017-04-22 03:00:00,0,7.9,94,1032.3,4,320
"2669","DUBLIN AIRPORT",2017,4,22,4,2017-04-22 04:00:00,0,7.7,94,1032.3,4,320
"2670","DUBLIN AIRPORT",2017,4,22,5,2017-04-22 05:00:00,0,7.2,96,1032.3,4,330
"2671","DUBLIN AIRPORT",2017,4,22,6,2017-04-22 06:00:00,0,7.6,93,1032.5,3,320
"2672","DUBLIN AIRPORT",2017,4,22,7,2017-04-22 07:00:00,0,8.3,90,1032.6,3,310
"2673","DUBLIN AIRPORT",2017,4,22,8,2017-04-22 08:00:00,0,8.9,82,1032.6,3,300
"2674","DUBLIN AIRPORT",2017,4,22,9,2017-04-22 09:00:00,0,9.6,82,1032.6,3,350
"2675","DUBLIN AIRPORT",2017,4,22,10,2017-04-22 10:00:00,0,9.8,77,1032.7,3,20
"2676","DUBLIN AIRPORT",2017,4,22,11,2017-04-22 11:00:00,0,10.3,77,1032.4,3,20
"2677","DUBLIN AIRPORT",2017,4,22,12,2017-04-22 12:00:00,0,10.9,72,1032,3,300
"2678","DUBLIN AIRPORT",2017,4,22,13,2017-04-22 13:00:00,0,11.8,69,1031.6,3,150
"2679","DUBLIN AIRPORT",2017,4,22,14,2017-04-22 14:00:00,0,11.1,72,1031,5,150
"2680","DUBLIN AIRPORT",2017,4,22,15,2017-04-22 15:00:00,0,10.4,76,1030.7,6,140
"2681","DUBLIN AIRPORT",2017,4,22,16,2017-04-22 16:00:00,0,10.8,80,1030.1,5,140
"2682","DUBLIN AIRPORT",2017,4,22,17,2017-04-22 17:00:00,0,11.8,76,1029.7,4,140
"2683","DUBLIN AIRPORT",2017,4,22,18,2017-04-22 18:00:00,0,11.6,78,1029.5,4,150
"2684","DUBLIN AIRPORT",2017,4,22,19,2017-04-22 19:00:00,0,11.4,76,1029.2,3,310
"2685","DUBLIN AIRPORT",2017,4,22,20,2017-04-22 20:00:00,0,10.5,79,1029.4,6,290
"2686","DUBLIN AIRPORT",2017,4,22,21,2017-04-22 21:00:00,0,10.4,78,1029.6,6,280
"2687","DUBLIN AIRPORT",2017,4,22,22,2017-04-22 22:00:00,0,9.3,93,1029.8,7,360
"2688","DUBLIN AIRPORT",2017,4,22,23,2017-04-22 23:00:00,0.1,8.1,94,1030,8,40
"2689","DUBLIN AIRPORT",2017,4,23,0,2017-04-23,0,7.5,96,1030.3,6,30
"2690","DUBLIN AIRPORT",2017,4,23,1,2017-04-23 01:00:00,0,6.8,94,1030,4,350
"2691","DUBLIN AIRPORT",2017,4,23,2,2017-04-23 02:00:00,0,3,95,1029.6,1,10
"2692","DUBLIN AIRPORT",2017,4,23,3,2017-04-23 03:00:00,0,2.7,100,1029.4,2,100
"2693","DUBLIN AIRPORT",2017,4,23,4,2017-04-23 04:00:00,0,3,96,1029.2,3,290
"2694","DUBLIN AIRPORT",2017,4,23,5,2017-04-23 05:00:00,0,3.4,100,1028.9,2,230
"2695","DUBLIN AIRPORT",2017,4,23,6,2017-04-23 06:00:00,0,5.6,98,1028.7,3,340
"2696","DUBLIN AIRPORT",2017,4,23,7,2017-04-23 07:00:00,0,7,99,1028.7,4,290
"2697","DUBLIN AIRPORT",2017,4,23,8,2017-04-23 08:00:00,0,7.8,93,1028.6,3,250
"2698","DUBLIN AIRPORT",2017,4,23,9,2017-04-23 09:00:00,0,9.2,81,1028.4,3,260
"2699","DUBLIN AIRPORT",2017,4,23,10,2017-04-23 10:00:00,0,11.4,77,1027.8,3,180
"2700","DUBLIN AIRPORT",2017,4,23,11,2017-04-23 11:00:00,0,12.3,70,1027.3,4,280
"2701","DUBLIN AIRPORT",2017,4,23,12,2017-04-23 12:00:00,0,12.4,70,1026.9,5,120
"2702","DUBLIN AIRPORT",2017,4,23,13,2017-04-23 13:00:00,0,10.3,76,1026.6,7,110
"2703","DUBLIN AIRPORT",2017,4,23,14,2017-04-23 14:00:00,0,11,73,1025.9,5,130
"2704","DUBLIN AIRPORT",2017,4,23,15,2017-04-23 15:00:00,0,11.6,76,1025.2,5,140
"2705","DUBLIN AIRPORT",2017,4,23,16,2017-04-23 16:00:00,0,12.4,73,1024.5,6,150
"2706","DUBLIN AIRPORT",2017,4,23,17,2017-04-23 17:00:00,0,12.7,71,1023.9,8,270
"2707","DUBLIN AIRPORT",2017,4,23,18,2017-04-23 18:00:00,0,12.5,68,1023.6,10,280
"2708","DUBLIN AIRPORT",2017,4,23,19,2017-04-23 19:00:00,0,11.3,74,1023.4,9,300
"2709","DUBLIN AIRPORT",2017,4,23,20,2017-04-23 20:00:00,0,10.5,86,1023.4,7,300
"2710","DUBLIN AIRPORT",2017,4,23,21,2017-04-23 21:00:00,0,9.9,86,1023.1,6,290
"2711","DUBLIN AIRPORT",2017,4,23,22,2017-04-23 22:00:00,0,9.6,88,1022.7,6,280
"2712","DUBLIN AIRPORT",2017,4,23,23,2017-04-23 23:00:00,0,9.4,87,1022.5,6,280
"2713","DUBLIN AIRPORT",2017,4,24,0,2017-04-24,0,9.2,85,1021.8,6,270
"2714","DUBLIN AIRPORT",2017,4,24,1,2017-04-24 01:00:00,0,9.2,85,1021.1,7,270
"2715","DUBLIN AIRPORT",2017,4,24,2,2017-04-24 02:00:00,0,9.1,85,1020.6,10,260
"2716","DUBLIN AIRPORT",2017,4,24,3,2017-04-24 03:00:00,0,8.7,86,1020,9,270
"2717","DUBLIN AIRPORT",2017,4,24,4,2017-04-24 04:00:00,0,8.3,87,1019.5,10,280
"2718","DUBLIN AIRPORT",2017,4,24,5,2017-04-24 05:00:00,0,8.1,87,1019.1,10,270
"2719","DUBLIN AIRPORT",2017,4,24,6,2017-04-24 06:00:00,0,8.2,86,1019,10,270
"2720","DUBLIN AIRPORT",2017,4,24,7,2017-04-24 07:00:00,0,8.4,86,1018.7,12,280
"2721","DUBLIN AIRPORT",2017,4,24,8,2017-04-24 08:00:00,0,9.6,78,1018.4,13,280
"2722","DUBLIN AIRPORT",2017,4,24,9,2017-04-24 09:00:00,0,8.9,84,1018.5,13,290
"2723","DUBLIN AIRPORT",2017,4,24,10,2017-04-24 10:00:00,1.3,9.6,78,1018.6,13,320
"2724","DUBLIN AIRPORT",2017,4,24,11,2017-04-24 11:00:00,0,9.5,70,1018.6,14,320
"2725","DUBLIN AIRPORT",2017,4,24,12,2017-04-24 12:00:00,0,9.5,64,1018.5,14,320
"2726","DUBLIN AIRPORT",2017,4,24,13,2017-04-24 13:00:00,0,7.9,71,1019.2,15,360
"2727","DUBLIN AIRPORT",2017,4,24,14,2017-04-24 14:00:00,0,8.4,67,1018.8,13,10
"2728","DUBLIN AIRPORT",2017,4,24,15,2017-04-24 15:00:00,0,7.2,63,1018.8,14,360
"2729","DUBLIN AIRPORT",2017,4,24,16,2017-04-24 16:00:00,0,7.8,60,1018.8,13,360
"2730","DUBLIN AIRPORT",2017,4,24,17,2017-04-24 17:00:00,0,7.2,51,1019.1,15,360
"2731","DUBLIN AIRPORT",2017,4,24,18,2017-04-24 18:00:00,0,6.2,49,1019.6,16,340
"2732","DUBLIN AIRPORT",2017,4,24,19,2017-04-24 19:00:00,0,4.8,50,1019.5,17,340
"2733","DUBLIN AIRPORT",2017,4,24,20,2017-04-24 20:00:00,0,3,59,1020,15,330
"2734","DUBLIN AIRPORT",2017,4,24,21,2017-04-24 21:00:00,0,2.4,61,1020.1,15,320
"2735","DUBLIN AIRPORT",2017,4,24,22,2017-04-24 22:00:00,0,1.3,66,1019.9,10,280
"2736","DUBLIN AIRPORT",2017,4,24,23,2017-04-24 23:00:00,0,1.2,68,1019.4,12,270
"2737","DUBLIN AIRPORT",2017,4,25,0,2017-04-25,0,1.3,70,1019,13,270
"2738","DUBLIN AIRPORT",2017,4,25,1,2017-04-25 01:00:00,0,0.8,77,1018.6,13,260
"2739","DUBLIN AIRPORT",2017,4,25,2,2017-04-25 02:00:00,0,1.4,85,1018.5,13,280
"2740","DUBLIN AIRPORT",2017,4,25,3,2017-04-25 03:00:00,0,1.4,85,1018.5,11,280
"2741","DUBLIN AIRPORT",2017,4,25,4,2017-04-25 04:00:00,0,0.5,88,1019.3,10,310
"2742","DUBLIN AIRPORT",2017,4,25,5,2017-04-25 05:00:00,0,0.2,86,1019.7,8,310
"2743","DUBLIN AIRPORT",2017,4,25,6,2017-04-25 06:00:00,0,0.9,83,1020.3,8,300
"2744","DUBLIN AIRPORT",2017,4,25,7,2017-04-25 07:00:00,0,3.5,76,1020.2,9,280
"2745","DUBLIN AIRPORT",2017,4,25,8,2017-04-25 08:00:00,0,4.2,74,1020.4,12,320
"2746","DUBLIN AIRPORT",2017,4,25,9,2017-04-25 09:00:00,0,6.2,64,1020.3,14,330
"2747","DUBLIN AIRPORT",2017,4,25,10,2017-04-25 10:00:00,0,7.1,59,1020.5,17,330
"2748","DUBLIN AIRPORT",2017,4,25,11,2017-04-25 11:00:00,0,8.3,56,1020.5,16,330
"2749","DUBLIN AIRPORT",2017,4,25,12,2017-04-25 12:00:00,0,8.9,44,1020,16,340
"2750","DUBLIN AIRPORT",2017,4,25,13,2017-04-25 13:00:00,0,7.3,56,1020.2,16,340
"2751","DUBLIN AIRPORT",2017,4,25,14,2017-04-25 14:00:00,0,9.7,42,1020,17,330
"2752","DUBLIN AIRPORT",2017,4,25,15,2017-04-25 15:00:00,0,7.2,46,1019.9,19,10
"2753","DUBLIN AIRPORT",2017,4,25,16,2017-04-25 16:00:00,0,8.7,45,1019.9,17,350
"2754","DUBLIN AIRPORT",2017,4,25,17,2017-04-25 17:00:00,0,8.5,47,1020.1,18,350
"2755","DUBLIN AIRPORT",2017,4,25,18,2017-04-25 18:00:00,0,7.6,46,1020.3,17,350
"2756","DUBLIN AIRPORT",2017,4,25,19,2017-04-25 19:00:00,0,6.4,55,1020.8,15,350
"2757","DUBLIN AIRPORT",2017,4,25,20,2017-04-25 20:00:00,0,5,58,1021.5,12,350
"2758","DUBLIN AIRPORT",2017,4,25,21,2017-04-25 21:00:00,0,4,67,1022.2,12,340
"2759","DUBLIN AIRPORT",2017,4,25,22,2017-04-25 22:00:00,0,2.7,74,1022.6,11,330
"2760","DUBLIN AIRPORT",2017,4,25,23,2017-04-25 23:00:00,0,0.9,83,1023,10,320
"2761","DUBLIN AIRPORT",2017,4,26,0,2017-04-26,0,1.2,81,1023.1,8,320
"2762","DUBLIN AIRPORT",2017,4,26,1,2017-04-26 01:00:00,0,1,85,1023.1,9,310
"2763","DUBLIN AIRPORT",2017,4,26,2,2017-04-26 02:00:00,0,0.1,88,1023.1,9,310
"2764","DUBLIN AIRPORT",2017,4,26,3,2017-04-26 03:00:00,0,-0.3,90,1023.1,8,310
"2765","DUBLIN AIRPORT",2017,4,26,4,2017-04-26 04:00:00,0,-0.6,90,1023.3,9,310
"2766","DUBLIN AIRPORT",2017,4,26,5,2017-04-26 05:00:00,0,-0.4,88,1023.6,8,310
"2767","DUBLIN AIRPORT",2017,4,26,6,2017-04-26 06:00:00,0,-0.2,90,1023.7,9,310
"2768","DUBLIN AIRPORT",2017,4,26,7,2017-04-26 07:00:00,0,2.6,79,1023.9,10,320
"2769","DUBLIN AIRPORT",2017,4,26,8,2017-04-26 08:00:00,0,4,75,1024.1,9,330
"2770","DUBLIN AIRPORT",2017,4,26,9,2017-04-26 09:00:00,0,6.6,69,1023.8,8,350
"2771","DUBLIN AIRPORT",2017,4,26,10,2017-04-26 10:00:00,0,6.7,61,1023.9,10,340
"2772","DUBLIN AIRPORT",2017,4,26,11,2017-04-26 11:00:00,0,8,46,1023.9,11,350
"2773","DUBLIN AIRPORT",2017,4,26,12,2017-04-26 12:00:00,0,8.1,53,1024,12,20
"2774","DUBLIN AIRPORT",2017,4,26,13,2017-04-26 13:00:00,0,6.7,58,1024,9,360
"2775","DUBLIN AIRPORT",2017,4,26,14,2017-04-26 14:00:00,0,7.6,60,1023.7,9,330
"2776","DUBLIN AIRPORT",2017,4,26,15,2017-04-26 15:00:00,0,8.5,52,1023.3,8,340
"2777","DUBLIN AIRPORT",2017,4,26,16,2017-04-26 16:00:00,0,8.2,55,1022.9,9,360
"2778","DUBLIN AIRPORT",2017,4,26,17,2017-04-26 17:00:00,0,7.9,61,1022.8,6,10
"2779","DUBLIN AIRPORT",2017,4,26,18,2017-04-26 18:00:00,0,8.9,57,1022.6,3,350
"2780","DUBLIN AIRPORT",2017,4,26,19,2017-04-26 19:00:00,0,7.7,64,1023,8,340
"2781","DUBLIN AIRPORT",2017,4,26,20,2017-04-26 20:00:00,0,6.7,71,1023.2,7,310
"2782","DUBLIN AIRPORT",2017,4,26,21,2017-04-26 21:00:00,0,6.1,77,1023.4,2,100
"2783","DUBLIN AIRPORT",2017,4,26,22,2017-04-26 22:00:00,0,4.8,84,1023.5,5,300
"2784","DUBLIN AIRPORT",2017,4,26,23,2017-04-26 23:00:00,0,4.9,86,1023.3,6,280
"2785","DUBLIN AIRPORT",2017,4,27,0,2017-04-27,0,3.5,88,1023.3,7,290
"2786","DUBLIN AIRPORT",2017,4,27,1,2017-04-27 01:00:00,0,2.9,91,1023.1,7,290
"2787","DUBLIN AIRPORT",2017,4,27,2,2017-04-27 02:00:00,0,1.8,93,1023,7,290
"2788","DUBLIN AIRPORT",2017,4,27,3,2017-04-27 03:00:00,0,3.7,93,1022.9,6,280
"2789","DUBLIN AIRPORT",2017,4,27,4,2017-04-27 04:00:00,0,2.8,95,1022.7,7,280
"2790","DUBLIN AIRPORT",2017,4,27,5,2017-04-27 05:00:00,0,2.5,95,1022.6,9,270
"2791","DUBLIN AIRPORT",2017,4,27,6,2017-04-27 06:00:00,0,3.1,93,1022.8,10,270
"2792","DUBLIN AIRPORT",2017,4,27,7,2017-04-27 07:00:00,0,4.5,92,1022.8,10,280
"2793","DUBLIN AIRPORT",2017,4,27,8,2017-04-27 08:00:00,0,6.4,92,1022.7,10,280
"2794","DUBLIN AIRPORT",2017,4,27,9,2017-04-27 09:00:00,0,9.2,77,1022.3,11,280
"2795","DUBLIN AIRPORT",2017,4,27,10,2017-04-27 10:00:00,0,9.7,70,1021.8,12,310
"2796","DUBLIN AIRPORT",2017,4,27,11,2017-04-27 11:00:00,0,9,73,1021.8,14,290
"2797","DUBLIN AIRPORT",2017,4,27,12,2017-04-27 12:00:00,0,10.5,64,1021.3,13,300
"2798","DUBLIN AIRPORT",2017,4,27,13,2017-04-27 13:00:00,0,10.5,62,1021.3,12,300
"2799","DUBLIN AIRPORT",2017,4,27,14,2017-04-27 14:00:00,0,11.1,61,1021.3,13,330
"2800","DUBLIN AIRPORT",2017,4,27,15,2017-04-27 15:00:00,0,10,63,1021.1,14,310
"2801","DUBLIN AIRPORT",2017,4,27,16,2017-04-27 16:00:00,0,10.4,64,1020.8,13,310
"2802","DUBLIN AIRPORT",2017,4,27,17,2017-04-27 17:00:00,0,9.7,67,1020.7,13,310
"2803","DUBLIN AIRPORT",2017,4,27,18,2017-04-27 18:00:00,0,9.4,67,1020.8,11,310
"2804","DUBLIN AIRPORT",2017,4,27,19,2017-04-27 19:00:00,0,8.8,69,1020.7,11,310
"2805","DUBLIN AIRPORT",2017,4,27,20,2017-04-27 20:00:00,0,8.4,71,1021.1,7,310
"2806","DUBLIN AIRPORT",2017,4,27,21,2017-04-27 21:00:00,0,8,74,1021.3,8,310
"2807","DUBLIN AIRPORT",2017,4,27,22,2017-04-27 22:00:00,0,7.8,75,1021.3,10,310
"2808","DUBLIN AIRPORT",2017,4,27,23,2017-04-27 23:00:00,0,7.4,79,1021.3,8,310
"2809","DUBLIN AIRPORT",2017,4,28,0,2017-04-28,0,7,84,1021.1,8,300
"2810","DUBLIN AIRPORT",2017,4,28,1,2017-04-28 01:00:00,0,6.5,85,1020.6,8,290
"2811","DUBLIN AIRPORT",2017,4,28,2,2017-04-28 02:00:00,0,6.5,85,1020.2,7,290
"2812","DUBLIN AIRPORT",2017,4,28,3,2017-04-28 03:00:00,0,6.3,86,1020.1,6,290
"2813","DUBLIN AIRPORT",2017,4,28,4,2017-04-28 04:00:00,0,6.1,86,1019.9,7,290
"2814","DUBLIN AIRPORT",2017,4,28,5,2017-04-28 05:00:00,0,6,88,1019.8,7,290
"2815","DUBLIN AIRPORT",2017,4,28,6,2017-04-28 06:00:00,0,6.1,86,1019.7,7,280
"2816","DUBLIN AIRPORT",2017,4,28,7,2017-04-28 07:00:00,0,7.1,81,1019.5,7,280
"2817","DUBLIN AIRPORT",2017,4,28,8,2017-04-28 08:00:00,0,8.7,65,1019.1,6,290
"2818","DUBLIN AIRPORT",2017,4,28,9,2017-04-28 09:00:00,0,8.6,64,1018.8,8,280
"2819","DUBLIN AIRPORT",2017,4,28,10,2017-04-28 10:00:00,0,8.9,63,1018.4,7,280
"2820","DUBLIN AIRPORT",2017,4,28,11,2017-04-28 11:00:00,0,8.9,62,1018.2,5,270
"2821","DUBLIN AIRPORT",2017,4,28,12,2017-04-28 12:00:00,0,9.3,61,1017.7,5,290
"2822","DUBLIN AIRPORT",2017,4,28,13,2017-04-28 13:00:00,0,10.2,58,1017.2,7,230
"2823","DUBLIN AIRPORT",2017,4,28,14,2017-04-28 14:00:00,0,9.6,58,1016.8,7,220
"2824","DUBLIN AIRPORT",2017,4,28,15,2017-04-28 15:00:00,0,10,57,1016.4,8,230
"2825","DUBLIN AIRPORT",2017,4,28,16,2017-04-28 16:00:00,0,9.7,57,1016,8,230
"2826","DUBLIN AIRPORT",2017,4,28,17,2017-04-28 17:00:00,0,10,56,1015.5,7,220
"2827","DUBLIN AIRPORT",2017,4,28,18,2017-04-28 18:00:00,0,9.7,60,1015.2,7,220
"2828","DUBLIN AIRPORT",2017,4,28,19,2017-04-28 19:00:00,0,9.6,60,1014.8,7,210
"2829","DUBLIN AIRPORT",2017,4,28,20,2017-04-28 20:00:00,0,8.5,66,1014.5,6,210
"2830","DUBLIN AIRPORT",2017,4,28,21,2017-04-28 21:00:00,0,8.6,69,1014.3,7,190
"2831","DUBLIN AIRPORT",2017,4,28,22,2017-04-28 22:00:00,0,8.2,70,1014.1,6,210
"2832","DUBLIN AIRPORT",2017,4,28,23,2017-04-28 23:00:00,0,8,71,1013.7,6,200
"2833","DUBLIN AIRPORT",2017,4,29,0,2017-04-29,0,8.2,77,1013.2,7,200
"2834","DUBLIN AIRPORT",2017,4,29,1,2017-04-29 01:00:00,0,8.3,74,1012.4,6,190
"2835","DUBLIN AIRPORT",2017,4,29,2,2017-04-29 02:00:00,0,8.3,73,1012.1,10,210
"2836","DUBLIN AIRPORT",2017,4,29,3,2017-04-29 03:00:00,0,7.9,75,1011.9,7,200
"2837","DUBLIN AIRPORT",2017,4,29,4,2017-04-29 04:00:00,0,7.1,75,1011.2,7,180
